likes,body,url 
193,"GoAdmin — это небольшой Go-фреймворк, с помощью которого за несколько минут вы сможете создать админку для визуализации многих типов данных.

Быструю демку можно потыкать здесь: https://demo.go-admin.com/admin

А посмотреть код здесь: https://github.com/GoAdminGroup/go-admin

#фронтенд@tproger_web #go@tproger_web",https://sun9-29.userapi.com/c858320/v858320456/189f2d/N1saB0tZcPc.jpg
122,"Alpine JS — фронтенд-фреймворк, который позиционируется как нечто среднее между чистым JS и большими Vue и React.

Чтобы быстро ознакомиться с фреймворком, можно пройти вводный интерактивный курс, который займёт у вас не больше часа. Посмотрите, вдруг вам понравится:

https://scrimba.com/g/galpinejs

#фронтенд@tproger_web #alpinejs@tproger_web",https://sun9-72.userapi.com/c855736/v855736456/1fd64b/_uHmlUdfTb0.jpg
147,"Vue.js начинался как сторонний проект разработчика из Google. А теперь занимает лидирующие позиции во фронтенд-разработке наравне с React и Angular.

Вышел документальный фильм, в котором Эван Ю, создатель фреймворка, рассказывает историю его создания.

#vuejs@tproger_web",https://sun9-72.userapi.com/c855736/v855736456/1fd64b/_uHmlUdfTb0.jpg
151,"Экспресс-курс по основам веб-дизайна:

https://www.freecodecamp.org/news/learn-ui-design-in-5-minutes-tutorial/

Буквально на 5 минут сможете узнать про правильный подход к отступам, выравниванию, типографике, цветам и многому другому.

#фронтенд@tproger_web #дизайн@tproger_web",https://sun9-39.userapi.com/c858216/v858216052/18b1ff/i6bWJ2zhIh4.jpg
160,"Хотите создать такой эффект пыли на чистом CSS? Вот код:

https://codepen.io/uiswarup/pen/oNXYNOB

#фронтенд@tproger_web #css@tproger_web",https://sun9-39.userapi.com/c858216/v858216052/18b1ff/i6bWJ2zhIh4.jpg
103,"Какие инструменты и подходы для разных типов тестирования фронтенда обычно используют разработчики и тестировщики?

Задали этот вопрос профессионалам, ответами делимся с вами:

https://tproger.ru/experts/tools-and-approaches-for-testing-frontend/

#фронтенд@tproger_web #тестирование@tproger_web #эксперты@tproger",https://sun9-30.userapi.com/c205624/v205624059/831bc/zqiiPttELh8.jpg
35,"Подборка из 6 бесплатных курсов от Microsoft по Azure:

— Администрирование контейнеров в Azure: https://tprg.ru/6UFE
— Инжиниринг данных с Azure Databricks: https://tprg.ru/e9qj
— Разработка эффективных решений в Azure: https://tprg.ru/j7As
— Работа с данными NoSQL в Azure Cosmos DB: https://tprg.ru/7MmS
— Реализация хранилища данных с Хранилищем данных SQL Azure: https://tprg.ru/Ucmb
— Создание приложений с Azure DevOps: https://tprg.ru/tW0p

#devops@tproger_web #облака@tproger_web #azure@tproger_web",https://sun9-14.userapi.com/c857232/v857232621/f62b8/iGozLrfxDYA.jpg
100,"Каких успехов можно достичь во фронтенд-разработке, если тратить на неё по 2 часа в день в течение одного года?

Спросили у разработчика с 20-летним стажем, он всё рассказал:
 
https://tproger.ru/articles/what-will-you-program-in-a-year-practising-two-hours-a-day-frontend/

#фронтенд@tproger_web",https://sun9-14.userapi.com/c857232/v857232621/f62b8/iGozLrfxDYA.jpg
355,"CSS был изобретен в 1994 году. 
Земля в 1993:",https://sun9-10.userapi.com/c858232/v858232114/1988dd/w2TWlceZSyc.jpg
18,"Let's Encrypt объявил о внедрении новой схемы подтверждения полномочий на получение сертификата для домена.

Обращение к серверу, на котором размещён используемый в проверке каталог ""/.well-known/acme-challenge/"", теперь будет осуществляться с использованием нескольких HTTP-запросов, отправляемых с 4 разных IP-адресов, размещённых в разных дата-центрах и принадлежащих к разным автономным системам. Проверка признаётся успешной только, если как минимум 3 из 4 запросов с разных IP оказались успешными.

#безопасность@tproger_web",https://sun9-10.userapi.com/c858232/v858232114/1988dd/w2TWlceZSyc.jpg
80,"Если планируете полноценно прокачаться в девопсе, то рекомендуем обратить внимание на этот план обучения. С его помощью структурируете свои текущие знания, найдёте в них пробелы и поймёте, куда стоит расти дальше.

Полный план обучения ищите по ссылке:

https://roadmap.sh/devops

#devops@tproger_web",https://sun9-10.userapi.com/c858232/v858232114/1988dd/w2TWlceZSyc.jpg
35,"procs — современная альтернатива для ps, написанная на Rust, для сбора информации и статистики о запущенных в системе процессах:

https://sysadmin.pm/procs-util/

Табличный цветной вывод, сортировка, вывод по ключевым словам, логические условия, вывод дерева процессов, watch режим.

#консоль@tproger_web",https://sun1-25.userapi.com/9JDC22Tr_3f1GWGA-DbvMHex4MPkD5hK7Ox0HA/88-iMNjGMFY.jpg
17,"Курс от Microsoft, который рассказывает про базовые концепции безопасности Azure:

https://docs.microsoft.com/ru-ru/learn/modules/design-for-security-in-azure/

Из курса вы сможете узнать, как внедрить функции безопасности в архитектуру, и ознакомиться с доступными в Azure средствами для создания защищенной среды на всех уровнях архитектуры.

#azure@tproger_web #безопасность@tproger_web",https://sun1-25.userapi.com/9JDC22Tr_3f1GWGA-DbvMHex4MPkD5hK7Ox0HA/88-iMNjGMFY.jpg
109,"Реально ли менять дизайн страницы, оставляя её разметку такой же и изменяя только стили?

Вполне. Автор этой статьи показывает, как:

https://ishadeed.com/article/same-html-different-css/

#фронтенд@tproger_web #css@tproger_web #html@tproger_web",https://sun9-32.userapi.com/c857336/v857336864/e9c81/BonxrSt6YfM.jpg
126,"10 книг по Vue.js, которые помогут понять основы и начать использовать фреймворк на продвинутом уровне:

https://vuejsexamples.com/top-10-vue-js-books-you-should-read/

#фронтенд@tproger_web #vuejs@tproger_web",https://sun9-30.userapi.com/c857320/v857320231/eea93/TbQeeWpX3lM.jpg
120,"Пошаговое руководство по написанию тетриса с использованием современных возможностей JavaScript:

https://tprg.ru/aYC3

#javascript@tproger_web",https://sun9-30.userapi.com/c857320/v857320231/eea93/TbQeeWpX3lM.jpg
128,"Автор этого материала постарался собрать в одном месте всю информацию о кнопках и ссылках, которую только можно найти в интернете.

В итоге получился неплохой UX-гайд по использованию этих компонентов:

https://css-tricks.com/a-complete-guide-to-links-and-buttons/

#фронтенд@tproger_web #css@tproger_web #html@tproger_web",https://sun9-9.userapi.com/c855324/v855324520/1fb645/dsxGsvr9ybI.jpg
149,"DigitalOcean выложили в открытый доступ бесплатную книгу по Kubernetes для Full-Stack разработчиков:

https://blog.digitalocean.com/supporting-kubernetes-developers/

Книга основана на одноимённом курсе. Рассматриваются следующие темы:
1. Изучение основ Kubernetes;
2. Подготовка приложений для работы с контейнерами;
3. Контейнеризация приложений;
4. Развёртывание приложений в Kubernetes;
5. Управление кластерными операциями.

#devops@tproger_web #kubernetes@tproger_web",https://sun9-2.userapi.com/c854020/v854020520/1ff305/SbomdMX7K9E.jpg
55,"slim — инструмент, который сделает из вашего докерфайла полноценную виртуальную машину:

https://github.com/ottomatica/slim

Если нужно запустить какой-то небольшой сервис, но не хочется использовать для этого какие-то отдельные инструменты и поднимать ничего вокруг, то slim отлично с этим справится.

#devops@tproger_web #docker@tproger_web",https://sun9-51.userapi.com/c858332/v858332783/18b104/YExI0E2pipU.jpg
313,CSS убивает,https://sun9-57.userapi.com/c857532/v857532370/184d3f/sveNR3OP5fY.jpg
79,"critic.sh — небольшой фреймворк для тестирования bash-скриптов. Удобное API и наглядное отображение покрытия скриптов тестами. Документация здесь:

https://github.com/Checksum/critic.sh

#тестирование@tproger_web #bash@tproger_web",https://sun9-57.userapi.com/c857532/v857532370/184d3f/sveNR3OP5fY.jpg
82,"Как найти определённый элемент в массиве в JavaScript? Есть несколько способов? Когда и какой лучше всего подходит?

Читайте про 4 таких способа:

https://alligator.io/js/array-search-methods

#javascript@tproger_web",https://sun9-57.userapi.com/c857532/v857532370/184d3f/sveNR3OP5fY.jpg
307,"Нужно что-то сделать с помощью Git, но не знаете, какую команду написать? Попробуйте сервис Git Explorer. Вбиваете туда задачу, которую вам нужно решить, а сервис подсказывает нужную команду:

https://gitexplorer.com/

#git@tproger_web #инструменты@tproger_web",https://sun9-68.userapi.com/c205620/v205620720/70910/fUSuQ_8y0ok.jpg
28,"Хотите почитывать материалы по веб-разработке только вечером на выходных, когда можно пару часов посвятить разбору одной статьи? Или наоборот — листать по будням перед работой?

Настройте ленту в личные сообщения. Бот будет присылать статьи с нашего сайта в те дни и время, когда вы хотите. Попробуйте: vk.me/tproger_web",https://sun9-9.userapi.com/c856020/v856020738/1f945c/hp1zM3gvhaU.jpg
101,"Отличная подборка книг для начала изучения веб-разработки. В ней найдёте книги по JavaScript, Node.js, React.js, HTML, CSS, дизайну и паттернам проектирования:

https://tproger.ru/books/web-programming-books-for-beginners/",https://sun9-9.userapi.com/c856020/v856020738/1f945c/hp1zM3gvhaU.jpg
58,"Laravel Log Reader — удобный инструмент для мониторинга логов в Laravel. Как установить и использовать, читайте здесь:

https://laravelarticle.com/laravel-log-reader

#фронтенд@tproger_web #laravel@tproger_web",https://sun9-68.userapi.com/c858120/v858120657/17e2cb/2Ipm7tzjH2M.jpg
21,"Этот доклад посвящён ключевым моментам постгресовой статистики, что они означают и почему они должны присутствовать в мониторинге.

Доклад будет полезен администраторам баз данных, системным администраторам и разработчикам, которым интересен траблшутинг Postgres'а.

Тезисы и презентация: https://tprg.ru/cwfi

А здесь читайте текстовую расшифровку доклада: https://tprg.ru/IS2E

#devops@tproger_web #базыданных@tproger_web #postgresql@tproger_web",https://sun9-68.userapi.com/c858120/v858120657/17e2cb/2Ipm7tzjH2M.jpg
155,CSS это очень просто,https://sun1-85.userapi.com/46TZJSAfMw8uqGpedDRdK9K5_Cq9xC6nK2FC_A/g3iUjEed0rs.jpg
59,"DevOpsProdigy KubeGraf — шикарный Grafana плагин для мониторинга и анализа производительности Kubernetes.

Подробнее о том, как его использовать, читайте в этой статье:

https://grafana.com/grafana/plugins/devopsprodigy-kubegraf-app

#devops@tproger_web #kubernetes@tproger_web #grafana@tproger_web",https://sun9-66.userapi.com/c858332/v858332053/17a6f5/jH4E3A1KOQw.jpg
60,"Интересные проекты помогают изучать тему с гораздо большим энтузиазмом. Вот очередной такой проект для обучения: виртуальное пианино.

Гайд по созданию тут:

https://www.freecodecamp.org/news/javascript-piano-keyboard/

Также читайте: [https://vk.com/wall-183460226_2586|проекты для обучения фронтенду]

#фронтенд@tproger_web #javascript@tproger_web",https://sun9-18.userapi.com/c206628/v206628517/63dc4/9up-gBDaVDc.jpg
185,"Веб-приложение на основе GraphQL: бэкенд написан на Go, фронтенд — на React, в качестве базы данных используется MongoDB. Код здесь:

https://github.com/Shpota/skmz/

#graphql@tproger_web #go@tproger_web #react@tproger_web #mongodb@tproger_web",https://sun9-18.userapi.com/c206628/v206628517/63dc4/9up-gBDaVDc.jpg
269,"Большая подборка из 70 вопросов по JavaScript с развёрнутыми ответами. Подойдёт для подготовки к собеседованию или восстановлению забытых знаний:

https://tprg.ru/OEl5

#javascript@tproger_web",https://sun9-18.userapi.com/c206628/v206628517/63dc4/9up-gBDaVDc.jpg
209,"Отличная интерактивная статья для изучения позиционирования в CSS с котиками:

https://ishadeed.com/article/learn-css-positioning/

#фронтенд@tproger_web #css@tproger_web",https://sun9-35.userapi.com/c856016/v856016895/1f387b/BYMju7OPYx8.jpg
30,"Как проходит ваш обычный рабочий день? Будильник, кофе, видос на ютубчике, метро, джира с задачами, работа и общение с коллегами... Сколько попаданий?

А в этой статье читайте, как проходит рабочий день фронтендера из Slack:

https://slack.engineering/a-day-in-the-life-of-a-frontend-product-engineer-at-slack-27375455cfaa

#фронтенд@tproger_web",https://sun9-35.userapi.com/c856016/v856016895/1f387b/BYMju7OPYx8.jpg
144,"Картинка в посте — это Polaroid, сделанный с использованием только HTML и CSS. Зачем? Да просто чтоб скилл отточить.

Вот здесь гайд по созданию:

https://fossheim.io/writing/posts/css-polaroid-camera/

А здесь только код:

https://codepen.io/fossheim/pen/xxboBzO

#фронтенд@tproger_web #html@tproger_web #css@tproger_web",https://sun1-30.userapi.com/NaxuHNQh_QESZQRs5Gyy3P4mnO5vhbghRogqRQ/HcvBQ8Jdl-c.jpg
195,"Бесплатный мини-курс по основам UI-дизайна, который научит делать красивые и практичные интерфейсы:

https://scrimba.com/g/gdesign

Курс состоит из 15 видеоуроков продолжительностью до 8 минут. Каждый урок сопровождается практикой для закрепления знаний.

#фронтенд@tproger_web #дизайн@tproger_web",https://sun9-60.userapi.com/c855624/v855624657/1ecff7/0hphdV4HutM.jpg
3,"В команде Tproger открыта вакансия веб-разработчика (да, это именно наша команда, вы вот сейчас читаете наш пост). 
 
Нужно помочь нам пилить сайт tproger.ru, текущими силами не справляемся. Есть много разных задач, где-то нужно работать с Wordpress и PHP, а где-то с новомодным Svelte и Node.js. Для новых проектов так вообще сможете выбрать те инструменты, что удобны вам (без фанатизма, конечно). Есть люди, которые подскажут и поддержат, вы будете не один на проекте. Команда у нас молодая и весёлая (иногда даже слишком), скучать не приходится 😊 

Поможем с обучение и ростом, вместе с руководителем после испытательного будет проработан план, как вам зарабатывать кратно больше и стать круче. 
 
Москва, офис на м. Алексеевская. Удалённых рассматриваем, но только если вы прям огонь. 
 
Отправляйте заявки в форме: https://tprg.ru/wdwntd12 
 
#работа@tproger_web #вакансия@tproger_web",https://sun9-60.userapi.com/c855624/v855624657/1ecff7/0hphdV4HutM.jpg
131,"GitHub запустил бету CLI. Теперь работать с системой можно из командной строки.

Код тут: https://github.com/cli/cli

Дока тут: https://cli.github.com/manual/

#github@tproger_web #консоль@tproger_web",https://sun9-48.userapi.com/c858228/v858228191/172f2a/x_DTrSrjZkw.jpg
109,"Подборка из 20 проектов, написанных только с использованием HTML, CSS и JavaScript. Никаких фреймворков или библиотек:

https://github.com/bradtraversy/vanillawebprojects

#javascript@tproger_web #html@tproger_web #css@tproger_web",https://sun9-48.userapi.com/c858228/v858228191/172f2a/x_DTrSrjZkw.jpg
8,"Читаете статьи по вебу у нас на сайте? Теперь за это можно получать баллы, а за баллы — наш мерч! 
 
Баллы начисляются и за другие действия: например, оценку материалов и использование наших сервисов. Чем больше наберёте — тем больше вероятность выиграть в конкурсе. Для нас это первый подобный эксперимент, так что ждём ваши комментарии: какие баги находите, какие достижения добавить. 
 
Прочитайте правила и авторизуйтесь, чтобы начать: https://tprg.ru/gamify4",https://sun9-48.userapi.com/c858228/v858228191/172f2a/x_DTrSrjZkw.jpg
37,"z — это такая утилита, которая на основе частоты переходов по директориям позволяет организовать быстрый доступ к ним.

Вот гитхаб проекта:

https://github.com/rupa/z/

А в этой статье автор сделал подробный обзор инструмента:

https://sysadmin.pm/z-dirs/

#инструменты@tproger_web #консоль@tproger_web",https://sun9-65.userapi.com/c857536/v857536803/176a16/fl0npa0inuQ.jpg
131,"Хотите понять, как устроены основные сетевые протоколы, но никак не можете найти понятное объяснения?

В этой статье объясняют на котиках:

https://tprg.ru/QRJ1

#сети@tproger_web",https://sun9-50.userapi.com/c854320/v854320564/1eb8b8/hn9c7fVNN50.jpg
193,Как веб-разработчик видит мир,https://sun9-50.userapi.com/c854320/v854320564/1eb8b8/hn9c7fVNN50.jpg
374,"Репозиторий, в котором собрано около 1 000 вопросов и упражнений по теме DevOps:

https://github.com/bregman-arie/devops-exercises

Основная цель этой подборки — подготовка к собеседованию, но она отлично подходит и для обычного обучения.

#devops@tproger_web",https://sun1-14.userapi.com/c205820/v205820991/56ab4/5B4obVG56Qk.jpg
144,"Небольшая хитрость из инструментов разработчика Chrome:

Логи в консоли можно стилизовать с помощью CSS. Вот как:

https://tprg.ru/ZyM7

#фронтенд@tproger_web #css@tproger_web",https://sun9-63.userapi.com/c855224/v855224914/1e93fb/R1BZ73KH-jI.jpg
116,"Однажды разработчик обнаружил в Jenkins такую функциональность: если по сети пролетает UDP-пакет любого содержания с destination port 33848, то все дженкинсы в этой сети отвечают отправителю сообщением типа «эй, я живой и нахожусь в сети вот здесь». Не совсем понятно, зачем это нужно, но ладно.

Этот разработчик решил проверить, что будет, если с одного дженкинс-сервера послать другому дженкинс-серверу UDP-пакет, в котором не только destination port будет равен 33848, но и source port.

У разработчика было 20 серверов и произошло примерно то, что можно увидеть на картинке. Эти два сервера начали непрерывно галдеть друг с другом на максимально доступной скорости. И это не заканчивается, пока один из них не уйдёт из сети.

#сеть@tproger_web #jenkins@tproger_web",https://sun9-27.userapi.com/c853520/v853520914/1e8c9b/xlzvV_UB44M.jpg
132,"Хотите сделать такой таймер?

Здесь подробный гайд: https://tprg.ru/5IPl

А здесь только код: https://codepen.io/geoffgraham/pen/yLywVbW

#фронтенд@tproger_web #javascript@tproger_web",https://sun9-27.userapi.com/c853520/v853520914/1e8c9b/xlzvV_UB44M.jpg
55,"Стабильная сеть — это просто замечательно. Однако есть ситуации, когда разработчику нужна сеть, работающая с перебоями. Например, для тестов.

Рекомендуем статью, автор которой рассказывает и приводит примеры того, как внести задержку, потери и другие искажения в передачу трафика:

https://tprg.ru/6Pc3

#сеть@tproger_web #linux@tproger_web",https://sun9-72.userapi.com/c856032/v856032914/1e76ca/QmRD6VjKMCo.jpg
187,"Знали, что в инструментах разработчика Chrome есть специальный инспектор для CSS-анимаций?

Можно управлять синхронизацией, задержками, продолжительностью и т.д. Чтобы попасть в этот инспектор, в меню инструментов разработчика выберите «More tools», а затем «Animations».

#фронтенд@tproger_web #css@tproger_web #chrome@tproger_web",https://sun9-72.userapi.com/c856032/v856032914/1e76ca/QmRD6VjKMCo.jpg
155,"Полноценный клон YouTube, написанный на React и использующий API YouTube для отображения реальных данных:

https://github.com/productioncoder/youtube-react

А в блоге автора вы найдёте подробный гайд из 45 частей, в котором шаг за шагом показывается процесс создания этого приложения:

https://productioncoder.com/

Также смотрите — как написать клон Jira на React: https://vk.com/wall-183460226_3478

#фронтенд@tproger_web #react@tproger_web",https://sun1-25.userapi.com/YYGKTwEgkUCHY3nWZX_2KzHG57APZpRowrp-2A/__x9pMD7Ras.jpg
27,"Подробная заметка, автор которой рассказывает, как работают контейнеры:

https://blog.lizzie.io/linux-containers-in-500-loc.html

С примерами кода, отсылками к документации и описанием всего этого.

#devops@tproger_web #контейнеры@tproger_web",https://sun1-25.userapi.com/YYGKTwEgkUCHY3nWZX_2KzHG57APZpRowrp-2A/__x9pMD7Ras.jpg
196,Когда начал проходить курсы по вебу и написал <title>This is my website</title>,https://sun1-93.userapi.com/sNiyoZaaRWId5O2iDqMrupRypEOlQrL-iP2pmw/ZIenMs7TzEM.jpg
99,"Подробный гайд по созданию PWA-приложения про кофе с использованием HTML, CSS и JavaScript:

https://tprg.ru/8zVw

#фронтенд@tproger_web #pwa@tproger_web",https://sun9-10.userapi.com/c857228/v857228532/d18a4/CR369gmoAKU.jpg
149,"Гайд по созданию такой визуализации прогресса в навигационном меню с помощью CSS:

https://lab.hakim.se/progress-nav/

#фронтенд@tproger_web #css@tproger_web",https://sun9-10.userapi.com/c857228/v857228532/d18a4/CR369gmoAKU.jpg
63,"Большой справочник по конфигурации PostgreSQL:

https://postgresqlco.nf/en/doc/param/

#бэкенд@tproger_web #базыданных@tproger_web #postgresql@tproger_web",https://sun9-30.userapi.com/c853420/v853420991/1e2cd8/W09gPJN2ZOo.jpg
86,"Что можно запрограммировать через 1 год, если заниматься бэкенд-разработкой по 2 часа в день?

Профессиональный бэкендер рассказывает, чего и как можно достичь за это время:

https://tproger.ru/articles/what-will-you-program-in-a-year-practising-two-hours-a-day-backend/

#бэкенд@tproger_web",https://sun9-13.userapi.com/c857028/v857028228/d0d0f/Vxah1aICazs.jpg
191,JS как обычно,https://sun9-55.userapi.com/c855320/v855320997/1f78c0/bzzfsv04DfU.jpg
114,"Автор статьи рассказывает, как создать микросервис на Node.js, который будет анализировать тональность текста:

https://tprg.ru/kRyB

Использовать подобный анализ можно, например, для поиска позитивных новостей, для фильтрации негативных комментариев, построения рейтинга продукта по отзывам.

#nodejs@tproger_web",https://sun9-55.userapi.com/c855320/v855320997/1f78c0/bzzfsv04DfU.jpg
60,"Команда WordPress заявила, что в версии 5.4, релиз которой запланирован на 31 марта этого года, будет по умолчанию реализована «ленивая» загрузка для всех изображений.

Эта будет сделано путём добавления нового HTML-атрибута «loading» со значением «lazy» ко всем элементам IMG.

В результате этого обновления владельцам сайтов больше не нужно будет использовать JavaScript или сторонние плагины для отложенной загрузки изображений.

#фронтенд@tproger_web #wordpress@tproger_web",https://sun9-53.userapi.com/c205616/v205616640/5940a/lh6M1f8jHDs.jpg
70,"Promise в JavaScript позволяют довольно гибко объединить несколько асинхронных операций без необходимости использования функций обратного вызова.

В этой статье читайте про распространенные ошибки в Promise, которые влияют на производительность кода, а также про возможные решения этих ошибок:

https://tprg.ru/WAcK

#javascript@tproger_web",https://sun9-53.userapi.com/c205616/v205616640/5940a/lh6M1f8jHDs.jpg
96,"Хотите немного олдскульного веб-треша? Тогда обратите внимание на сайт «Make Frontend Shit Again»:

https://makefrontendshitagain.party/

#фронтенд@tproger_web #кек@tproger_web",https://sun1-84.userapi.com/ISMCTlejckDuD22i8tOLApJ9Zp-wLY-r6YHBYg/EOsCpydmLk0.jpg
131,После изменения 1 строчки в HTML/JS/CSS/PHP,https://sun9-62.userapi.com/c206616/v206616308/577f2/OGXRcLC2sRk.jpg
47,"Наверняка вы не раз слышали фразу «преждевременная оптимизация — корень всех зол». Читайте мнение разработчика, который считает, что корень всех зол — эта фраза:

https://tonsky.me/blog/performance-first/

#оптимизация@tproger_web",https://sun9-50.userapi.com/c856524/v856524439/c96b7/qE83njWpsTM.jpg
85,"Не знаете, что выбрать в качестве своего тестового проекта? Один разработчик-энтузиаст написал клон Jira на React.

Исходники есть в свободном доступе:

https://github.com/oldboyxx/jira_clone

#фронтенд@tproger_web #react@tproger_web",https://sun1-87.userapi.com/1yKX21UiUoNcwKJfoPpPUuig9d_VZznXKSTxQg/cgEuDuZA9cI.jpg
155,"Забавный сайт с адаптивными пикселями:

https://essenmitsosse.de/pixel/?slide=4

#фронтенд@tproger_web #кек@tproger_web",https://sun1-87.userapi.com/1yKX21UiUoNcwKJfoPpPUuig9d_VZznXKSTxQg/cgEuDuZA9cI.jpg
70,"Делимся с вами очень интересной находкой по теме Kubernetes. Книга «Путеводитель по Kubernetes для детей. В картинках»:

https://www.itsumma.ru/press/kinder-kubernetes

В книге довольно увлекательно рассказывается о том, как работают современные компьютерные программы. Можете порекомендовать её своим знакомым детям (или чужим), а можете на досуге почитать сами.

#devops@tproger_web #kubernetes@tproger_web",https://sun9-34.userapi.com/c855128/v855128125/1d2c4a/RAWUn4N48W4.jpg
122,"Вы вводите название сайта в адресную строку браузера, нажимаете Enter и видите запрашиваемую страницу. Вроде всё просто.

До сих пор не знаете, что скрыто от ваших глаз в этот момент? Тогда читайте подробный разбор темы рендеринга веб-сайтов:

https://tprg.ru/lBIX

#фронтенд@tproger_web",https://sun1-19.userapi.com/580kVXVDgxiyZb0d-XKPjXfy3a5eEJmctnXzfg/RqcOuaLN1QI.jpg
91,"При использовании инструмента PageSpeed Insights для оптимизации своего сайта велик соблазн попытаться достичь отметки 100/100 при прохождении теста.

Читайте о том, почему высшая оценка этого теста — не цель, к которой нужно стремиться, и как грамотно использовать этот инструмент в своей работе:

https://kinsta.com/blog/google-pagespeed-insights/

#инструменты@tproger_web",https://sun9-34.userapi.com/c206528/v206528822/4e0a5/O00ovZqZY74.jpg
157,"Rete.js — фреймворк для создания визуальных редакторов алгоритмов.

Документация и примеры использования на сайте: https://rete.js.org

#алгоритмы@tproger_web #javascript@tproger_web",https://sun9-43.userapi.com/c857420/v857420822/15e9d4/C32yp2LK93E.jpg
39,"Самое известное применение JavaScript — это, конечно же, веб-разработка. Чаще всего к JS прибегают, когда нужно добавить динамичности на сайт или сделать браузерное приложение, но при желании на нём можно написать и бэкенд.

В каких областях ещё нашёл себя JavaScript? Рассказываем:

https://tproger.ru/articles/what-javascript-is-good-for/

#javascript@tproger_web",https://sun9-43.userapi.com/c857420/v857420822/15e9d4/C32yp2LK93E.jpg
257,,https://sun9-56.userapi.com/c855632/v855632544/1eda8d/dBuwqjzzmNM.jpg
63,"DNS Spy — онлайн-инструмент для проверки настроек DNS:

https://dnsspy.io/

С его помощью пользователь может посмотреть рейтинг своего сайта, увидеть, где есть проблемы, и получить рекомендации по улучшению.

#инструменты@tproger_web #dns@tproger_web",https://sun9-70.userapi.com/c858436/v858436618/156683/gDmNZLlqE4M.jpg
182,"Большой курс по Node.js:

https://tprg.ru/oyIr

Курс состоит из 38 видеолекций (35 часов). Основной упор делается на то, как создавать надёжные высоконагруженные серверы приложений и API без привязки к конкретному фреймворку и протоколу. Весь материал сопровождается примерами и задачами.

#бэкенд@tproger_web #nodejs@tproger_web",https://sun9-70.userapi.com/c858436/v858436618/156683/gDmNZLlqE4M.jpg
70,"Атрибуты width и height существуют и в CSS, и в HTML. В чём между ними разница? Когда они переопределяют друг друга? В какой последовательности применяются?

Читайте подробный разбор вопроса:

https://tprg.ru/o4l1

#фронтенд@tproger_web #html@tproger_web #css@tproger_web",https://sun9-65.userapi.com/c853628/v853628618/1c7603/b4qlyTkwbOQ.jpg
48,"Что было бы, если бы Матрицу снимали в России? Ну, как минимум там использовали бы кириллицу.

Вот код:

https://codepen.io/harry_heman/pen/ZEEPRba

#фронтенд@tproger_web #css@tproger_web",https://sun9-65.userapi.com/c853628/v853628618/1c7603/b4qlyTkwbOQ.jpg
98,JS в соц. сетях,https://sun9-69.userapi.com/c855124/v855124608/1e7a20/XnU0Ll8YAcI.jpg
28,"Если вы ещё не заметили, у нас на сайте появился личный кабинет, совсем как у больших :)

Пока что в нём немного фич, но уже сейчас вы можете оценивать статьи и сохранять их в закладки. А в начале весны планируем выкатить свою систему комментариев вместо ВКшной.

Приглашаем всех протестировать и поделиться фидбэком: https://tprg.ru/tpauth1",https://sun9-51.userapi.com/c857732/v857732003/15bf8a/u-3HcWOp6V8.jpg
28,"Кейс: у команды было запущено 4000 контейнеров Node, обеспечивающих работу сервиса интеграции с банками. Сервис изначально был спроектирован так, что каждый воркер был рассчитан на обработку только одного запроса за раз. При таком подходе система не могла достойно масштабироваться. Поэтому появилась задача найти способ надёжной параллельной обработки запросов.

В итоге у команды получилось повысить уровень параллелизма системы в 30 раз. Читайте о том, как им это удалось:

https://tprg.ru/M6lc

#бэкенд@tproger_web #nodejs@tproger_web",https://sun9-51.userapi.com/c857732/v857732003/15bf8a/u-3HcWOp6V8.jpg
29,"Cassowary — интересный кроссплатформенный инструмент для нагрузочного тестирования. Может встраиваться в CI и пушить метрики в Prometheus PushGateway.

Подробности и гайд по установке на гитхабе:

https://github.com/rogerwelin/cassowary

#тестирование@tproger_web #инструменты@tproger_web",https://sun9-51.userapi.com/c857732/v857732003/15bf8a/u-3HcWOp6V8.jpg
50,"12 годных советов, которые помогут сделать ваш Vue.js код лучше:

https://tprg.ru/z3Ve

#фронтенд@tproger_web #vuejs@tproger_web",https://sun9-51.userapi.com/c857732/v857732003/15bf8a/u-3HcWOp6V8.jpg
62,"В JavaScript есть 2 популярных метода для итерирования: forEach() и map(). В чём между ними разница? Что по производительности?

Автор статьи попытался разобраться:

https://www.freecodecamp.org/news/4-main-differences-between-foreach-and-map/

#javascript@tproger_web",https://sun9-38.userapi.com/c855324/v855324625/1d6b2c/YnQG5N3vlbw.jpg
87,"Некоторые фронтендеры примерно понимают, в каких ситуациях !important оправдан, другие себя убедили, что это плохо, и не используют его, а третьи об этом не думают вовсе и пишут его там, где хочется.

Наш подписчик попробовал разобраться, когда же всё-таки !important уместен:

https://tprg.ru/3Sxd

#фронтенд@tproger_web #css@tproger_web",https://sun9-9.userapi.com/c857120/v857120548/baa83/FKPyT9Ez79g.jpg
83,"Подробный чек-лист для тех, кто хочется разработать свою систему дизайна для продукта:

https://designsystemchecklist.com

#дизайн@tproger_web",https://sun9-63.userapi.com/c855436/v855436548/1d59d7/Q5BgWOwLGiA.jpg
